student_id,enrollment_date,academic_ability,time_management,persistence,external_commitments
99,2024-08-18,0.3772891643872306,0.6277225262690965,0.31267712867458836,high
100,2024-08-25,0.6273486986512232,0.4788451978189646,0.7034018521167692,medium
101,2024-08-19,0.7105291663283682,0.7097720516753548,0.6155875599828925,low
102,2024-08-26,0.6139312280721736,0.6592874674692428,0.861997414018608,low
103,2024-08-29,0.566649785527114,0.46452310646093387,0.5424421960561728,medium
104,2024-08-25,0.5160538251774679,0.8002749766583523,0.6488574409176358,medium
105,2024-08-25,0.5627408333176175,0.2586343431091695,0.30916611961183355,medium
106,2024-08-16,0.5327778273612923,0.18545699163692392,0.3469535341718992,medium
107,2024-08-24,0.6395639952383421,0.442596287900621,0.3255847674936664,medium
108,2024-08-25,0.4217885543307089,0.24281369673301303,0.5805341426127282,medium
109,2024-08-17,0.1,0.3748680716067875,0.561316521395827,low
110,2024-08-23,0.3223560386335428,0.5905744416887985,0.31896719475243845,low
111,2024-08-26,0.40683321443163223,0.6960409728723824,0.8599412597612325,low
112,2024-08-18,0.29446804777701363,0.39552742952248887,0.8811539051968941,medium
113,2024-08-17,0.3648965563580244,0.14097949449851843,0.3091013464575152,low
114,2024-08-22,0.6815332555605295,0.3178528703701049,0.7132064597603653,low
115,2024-08-21,0.3959236477362885,0.06961488393786573,0.5061260316793423,high
116,2024-08-19,0.4637702282977626,0.32769213024956123,0.5976494531284634,low
117,2024-08-29,0.5922604373408566,0.7403050260641204,0.3975492518509769,high
118,2024-08-25,0.6046084832663483,0.7312751524260326,0.755994271846305,high
119,2024-08-26,0.7379659138273752,0.30440566846396605,0.4227598950364147,high
120,2024-08-23,0.13978144216708865,0.18967852980850788,0.47174437677692466,medium
121,2024-08-18,0.649639590724073,0.42106749863868476,0.696483248207828,medium
122,2024-08-25,0.7233294752202223,0.33606630378903024,0.6474563730408655,medium
123,2024-08-20,0.22020500425345574,0.6844688352992322,0.8097321293425223,medium
124,2024-08-28,0.4432582355530581,0.5963402440055077,0.4905015960609739,medium
125,2024-08-27,0.7331487773426377,0.28124518448600616,0.9651661476745617,medium
126,2024-08-27,0.6444252502333134,0.099666591825458,0.7845935951624967,high
127,2024-08-15,0.7546654899274831,0.3149591146984627,0.6975616613868406,high
128,2024-08-18,0.6519219217907778,0.49773895387579525,0.6319499516602246,high
129,2024-08-28,0.48363745439898664,0.5224992210015426,0.38439682004409514,low
130,2024-08-15,0.4844311778237393,0.10850608756077458,0.5207032364814272,medium
131,2024-08-27,0.43735378961078575,0.5216107754665522,0.3170805470895766,high
132,2024-08-20,0.8224076989058593,0.5021353260501165,0.5454982708161971,medium
133,2024-08-21,0.47253560562500624,0.03691020542343917,0.816307611112224,low
134,2024-08-19,0.9633461192794253,0.4566573822415586,0.46352542573493694,low
135,2024-08-16,0.11658042472310992,0.10526193330696351,0.6271810578749087,medium
136,2024-08-18,0.5465027889436227,0.36879442375155413,0.42356962240385576,low
137,2024-08-29,0.7388442042017269,0.14681018184613917,0.40772713443789854,high
138,2024-08-24,0.4573134265626309,0.3525499923181695,0.7060603454864678,low
139,2024-08-29,0.5093662437251594,0.44548362355811577,0.6856001594263975,low
140,2024-08-26,0.6836141974967562,0.20072322367609802,0.6471130145551396,low
141,2024-08-20,0.7736902577116349,0.19463804222929706,0.7146854492616623,high
142,2024-08-18,0.8970983183620209,0.7685599459313297,0.9150409904486105,medium
143,2024-08-25,0.833249160662642,0.34875884940653545,0.7760985402322103,medium
144,2024-08-22,0.7268185077768244,0.2139744402971834,0.3204730981241914,high
145,2024-08-21,0.5074191578506758,0.19548619236817605,0.6552274136325853,low
146,2024-08-29,0.5016652969181599,0.7670980960692231,0.4818625067449118,medium
147,2024-08-29,0.9737834363793529,0.3874877778124741,0.5393105162270803,medium
148,2024-08-25,0.9943633199408686,0.35955516681211586,0.7957204620516971,low
149,2024-08-22,0.14751027475482348,0.6366473671204907,0.317210841521161,low
150,2024-08-17,0.6943029687661302,0.7383545444373416,0.6121318944637238,low
151,2024-08-19,0.29253265543979634,0.5225791570664337,0.7763495114522991,medium
152,2024-08-17,0.7770891118248383,0.5381180126337228,0.7469681633648598,medium
153,2024-08-18,0.8244721346900854,0.562316573073358,0.63124693468409,high
154,2024-08-26,0.9609411510183149,0.4690958213718353,0.8913482596818213,medium
155,2024-08-23,0.36390780561423686,0.4139856197762669,0.637065646058785,low
156,2024-08-23,0.7772509393971281,0.5771506304076752,0.6441161827190058,low
157,2024-08-19,0.20214883812592788,0.5559653251145411,0.3507128214561912,medium
158,2024-08-26,0.12761481726361723,0.7910377029972331,0.9020856780324431,medium
159,2024-08-24,0.5939557557254675,0.27962823989638763,0.7917254793808727,medium
160,2024-08-21,0.3104088277018644,0.22053469664727032,0.3550049480085145,medium
161,2024-08-29,0.6488525712491582,0.2572619079547651,0.37319748823408017,medium
162,2024-08-24,0.7431456953390396,0.6153478848320184,0.8612096581488542,medium
163,2024-08-21,0.628633341553866,0.29496310084315164,0.8121126652287323,low
164,2024-08-20,0.427703045477608,0.25804201044112524,0.6487370015171973,medium
165,2024-08-18,0.3666966480886006,0.5100028481976149,0.7761597697019039,low
166,2024-08-17,0.6300078316795653,0.5849585715212187,0.5978453341136527,medium
167,2024-08-23,0.20954828465113207,0.5455953592721123,0.5952046488114188,low
168,2024-08-22,0.5903728826248231,0.49645311054393443,0.7420921540647644,medium
169,2024-08-16,0.7004063763728683,0.33247324827974223,0.42668386689664284,high
170,2024-08-27,0.4320941580154871,0.10859689642042222,0.6603721477507831,medium
171,2024-08-15,0.31110798797357064,0.6655892016439097,0.39161156250284485,high
172,2024-08-28,0.8902066968446298,0.1371074949461517,0.6638417639892124,medium
173,2024-08-16,0.5351873893549436,0.391234217596672,0.4173334514018223,low
174,2024-08-17,0.8125554355283732,0.36703822345369314,0.8639691070650372,medium
175,2024-08-25,0.5241728845160128,0.4637537531843667,0.955623984606473,low
176,2024-08-17,0.5906944408725395,0.5346415732551167,0.6550643660818747,low
177,2024-08-27,0.634835648405316,0.3329820744939507,0.766804980282273,low
178,2024-08-25,0.1,0.1580096027513653,0.36573050105259286,medium
179,2024-08-21,0.8682718363525783,0.25157799478208037,0.778273619802752,medium
180,2024-08-24,0.7239204719931511,0.5033631003028591,0.9516640868548844,medium
181,2024-08-16,0.3308348729555836,0.2982539640062783,0.7604917132221252,high
182,2024-08-21,0.313413651745328,0.5940848981612087,0.8169144464759285,high
183,2024-08-21,0.17880365129488446,0.16208546360106302,0.6049083203690531,high
184,2024-08-24,0.7752931855777245,0.5815144176564866,0.5565230744099785,medium
185,2024-08-22,0.3787091252500381,0.7232293080634885,0.35123714663791056,medium
186,2024-08-23,0.26922755164812534,0.36737775353004337,0.9043335547002777,medium
187,2024-08-19,0.48643893121168436,0.6260373478450235,0.6735217827088149,medium
188,2024-08-23,0.18865031326077703,0.4211773164447699,0.3127628078734531,low
189,2024-08-28,0.536828577999759,0.5794843484121676,0.4797435974043555,low
190,2024-08-15,0.5298312307833064,0.6468494711909074,0.7272336483176428,medium
191,2024-08-25,0.44916910869457194,0.08543630666330186,0.6676143685669421,medium
192,2024-08-26,0.35791388628409115,0.5717063823348205,0.6384819527039473,high
193,2024-08-16,0.4552591862014573,0.3787060193137994,0.9189445243438854,low
194,2024-08-25,0.735824507259097,0.6934118583502857,0.9300161863786077,medium
195,2024-08-29,0.7867913060648953,0.29264679302953944,0.3668747196842677,medium
196,2024-08-23,0.9119355181684334,0.8537602932517485,0.9039579542802599,low
197,2024-08-27,0.9061461094065357,0.719628503257399,0.6477368012014185,high
198,2024-08-19,0.25754925510523047,0.5865483511404308,0.8023184359607233,medium
199,2024-08-27,0.6756713372489964,0.33769793351629196,0.9259336122648828,low
200,2024-08-25,0.5491049099744095,0.26844794418436757,0.6633418536357892,low
201,2024-08-20,0.44454542487340215,0.4584079561607005,0.5270336271807629,medium
202,2024-08-16,0.8083822404022312,0.27317594199755446,0.34209963982054964,medium
203,2024-08-19,0.3523269028405742,0.5126592116585907,0.5433000669672874,medium
204,2024-08-21,0.37402308963380254,0.27700443285622034,0.6646705840904295,medium
205,2024-08-17,0.7950195449291457,0.4677240578381022,0.84741966136927,medium
206,2024-08-22,0.40350263487301263,0.14350961831131928,0.5778870619519983,medium
207,2024-08-15,0.7770222804641691,0.19508875272271223,0.9945106103763188,high
208,2024-08-26,0.6204573396368912,0.29381266847404475,0.35664349813587654,medium
209,2024-08-29,0.7498985283203734,0.6287865011739623,0.7486804541417323,high
210,2024-08-26,0.593743260313714,0.6299574270469225,0.5790641194406192,low
211,2024-08-19,0.7324232832263606,0.29588589310250557,0.9741805781124216,medium
212,2024-08-23,0.5823753054852272,0.9280158252659635,0.7485784202831444,low
213,2024-08-27,0.6733173285333758,0.4657272297035296,0.8465331102479078,medium
214,2024-08-17,0.6371668643005279,0.40697366401215396,0.5122926032973169,low
215,2024-08-23,0.497267210925204,0.29122840514587767,0.8697791886542131,medium
216,2024-08-29,0.8373885338603309,0.23118350303419527,0.6148492541749258,low
217,2024-08-16,0.5477598781669923,0.4567691872562621,0.8385134255489378,low
218,2024-08-28,0.4558723998183201,0.013737849058067728,0.6747170920168141,low
219,2024-08-25,0.40088995473510514,0.306363879760989,0.6180641341919726,high
220,2024-08-19,0.593173865122517,0.12578523134131359,0.5631217996020385,medium
221,2024-08-28,0.3842736653123754,0.6517938898072485,0.8508323703787065,medium
222,2024-08-25,0.44859611506578395,0.6777349434235379,0.7615477455440478,high
223,2024-08-23,0.830337400746624,0.3939459110590598,0.40511830057192916,medium
224,2024-08-24,1.0,0.3757155545058679,0.34987970943568103,low
225,2024-08-18,0.4862949210278867,0.2517758523279646,0.76295942774929,low
226,2024-08-17,0.8964260386657492,0.42319576251112656,0.44398108353688853,low
227,2024-08-20,0.9277897215795263,0.5229697872480392,0.3293658564021454,high
228,2024-08-27,0.43912044240496423,0.35293295054154467,0.8682388516630962,medium
229,2024-08-17,1.0,0.4493709564594485,0.5605169166862592,medium
230,2024-08-23,1.0,0.23797063010866523,0.9208474301464886,medium
231,2024-08-27,0.5171359255688402,0.625286933616887,0.9432485735476881,low
232,2024-08-29,0.5378272184541132,0.5178312597245739,0.4242001386287948,medium
233,2024-08-23,0.7836122583719136,0.5628264808732687,0.6540968850662803,high
234,2024-08-29,0.677208253149741,0.8903523764284152,0.7822197114350634,high
235,2024-08-15,0.6196073497546607,0.5015132767325655,0.3065321338789653,low
236,2024-08-24,0.5477441856784937,0.20271940749708547,0.7311898151821253,low
237,2024-08-20,0.2498730099312642,0.6762295985935953,0.8326935320196657,low
238,2024-08-22,0.40377542172944,0.7402015840600682,0.5139229508431504,high
239,2024-08-15,0.3234229546929145,0.70919528414569,0.5740679887244805,medium
240,2024-08-16,0.2185859213574763,0.5664992844647485,0.7496278681336591,low
241,2024-08-29,0.3910594662447727,0.3789054413506437,0.7735275560584535,high
242,2024-08-20,0.7945902690416594,0.17563724976224024,0.8520304752706844,medium
243,2024-08-29,0.43768360548101887,0.1983318941019359,0.36202030077573205,low
244,2024-08-28,0.9783624358105327,0.4672023400935513,0.7453241552957629,medium
245,2024-08-27,0.7441895165482679,0.5007781295153952,0.7003105898590305,medium
246,2024-08-19,0.4777876445534315,0.24018960263872194,0.5091079015121411,high
247,2024-08-18,0.7928597479789561,0.5809802925242799,0.4302709924923941,high
248,2024-08-15,0.30752079107242797,0.009440130025311015,0.6057954918306256,medium
249,2024-08-18,0.5053864870383851,0.22250125593055334,0.8259625602203319,medium
250,2024-08-29,0.5749614808800118,0.30112260966867993,0.4903648082900417,medium
251,2024-08-24,0.5447217261778745,0.6634676096153171,0.32352952012829783,low
252,2024-08-16,0.1,0.49979482550378945,0.9557757234231642,low
253,2024-08-16,0.6218327644788523,0.15750290939996195,0.4795710437109734,medium
254,2024-08-26,0.6733894830416574,0.14037494681408447,0.37986704942155336,low
255,2024-08-22,0.6869765290812213,0.36387891600671013,0.6663736379620565,low
256,2024-08-28,0.7072041250826432,0.45018304702473866,0.6208104490700594,medium
257,2024-08-16,1.0,0.3412827058435901,0.7556814270056679,medium
258,2024-08-27,0.605198426918852,0.33859552206005616,0.44095464749518204,low
259,2024-08-23,0.5852795475243188,0.4451866839848429,0.44341689190549877,high
260,2024-08-27,0.527047182771114,0.49265586915111104,0.6484687556240031,low
261,2024-08-17,0.8595971889336529,0.45745371450905126,0.8549980933236875,medium
262,2024-08-17,0.2404305054206583,0.5051980452888978,0.6731202070722979,low
263,2024-08-25,0.8456433659069442,0.5528025883765882,0.9257927970055092,medium
264,2024-08-22,0.4990878841895008,0.5459999334653636,0.9176914578851371,high
265,2024-08-23,0.730323822648939,0.5665590864814609,0.5992427815444306,low
266,2024-08-17,0.7070767743019122,0.4312656333660767,0.9231806371124615,low
267,2024-08-19,0.398657043237414,0.4646276930775352,0.5200450792286239,medium
268,2024-08-23,0.9293993839019898,0.2125038529371228,0.8797744767060528,medium
269,2024-08-28,0.7364542936405037,0.25858865149517185,0.5435589881075166,medium
270,2024-08-24,0.508293897046328,0.350834845822132,0.8890132871593319,medium
271,2024-08-21,0.6094876090726115,0.6128129099868332,0.348748803713684,low
272,2024-08-18,0.896919847115391,0.24902396033937518,0.7500173370410953,medium
273,2024-08-29,0.11597117158034459,0.33774926104544806,0.8362453435747118,medium
274,2024-08-23,0.6448954454848994,0.11226210192086426,0.6923084416863079,low
275,2024-08-27,0.17378036146691905,0.6155631845472761,0.9426535865394053,low
276,2024-08-26,0.5773666794239598,0.22178864229664863,0.863434743789007,low
277,2024-08-26,0.82216568838774,0.24499950556920913,0.4693256797811873,low
278,2024-08-18,1.0,0.09246725957921498,0.5099433780548892,medium
279,2024-08-26,0.7070782406183741,0.5550128729178334,0.3242691867085383,medium
280,2024-08-19,0.5577945692024974,0.24560663585739717,0.3804530979416968,low
281,2024-08-21,0.6662888818247218,0.46908320659690833,0.6012991872246931,medium
282,2024-08-25,0.8502615231417853,0.6728822215725188,0.6103660100654313,medium
283,2024-08-25,0.9054501381297033,0.6462151022348281,0.5691579293513688,medium
284,2024-08-20,0.19950854702570786,0.43913015331094435,0.6543862416466419,medium
285,2024-08-22,0.5736174869994232,0.4461733153844733,0.493770015453914,high
286,2024-08-29,0.5907408007378969,0.7309508841776629,0.49647825086118197,low
287,2024-08-23,0.5487662405466887,0.43312867658670606,0.7004340503585106,medium
288,2024-08-22,0.4119608986023542,0.480392122485866,0.7319465612824608,low
289,2024-08-16,0.6258860346598483,0.48780375867289755,0.587714752685882,high
290,2024-08-18,0.2215714018467932,0.32285415573624127,0.9685423580394922,high
291,2024-08-18,0.6362169161643888,0.30588567449572324,0.5583371152326416,low
292,2024-08-16,0.3772019436461781,0.6986303158110284,0.548339904285189,high
293,2024-08-20,0.906601285967596,0.5927189808384078,0.9393008633033657,medium
294,2024-08-15,0.6047124057362119,0.3647890810932025,0.3465106910490424,medium
295,2024-08-24,0.17572565375343702,0.3405918679070212,0.6910496775152977,medium
296,2024-08-23,0.6232112252852786,0.3609545726519121,0.6009517541731036,medium
297,2024-08-18,0.3640373236440706,0.09823882698635654,0.9002936363628986,high
298,2024-08-24,0.5374883713502618,0.1283649652680086,0.720751916760163,medium
299,2024-08-18,0.35330348856511373,0.7806414000946785,0.5421142225165002,low
300,2024-08-15,0.5462697424278161,0.41790546389923805,0.35019832219335567,medium
301,2024-08-16,0.877575590495691,0.333359631565963,0.6178011348372804,medium
302,2024-08-26,0.4518839352117764,0.5730086664459344,0.9748121849823916,medium
303,2024-08-25,0.3254636304922883,0.35402112545058484,0.9300582281115365,low
304,2024-08-15,0.9996617926261793,0.33619239149555236,0.8786951518190411,high
305,2024-08-18,0.21508337018167,0.25268386145202265,0.6791933686870028,medium
306,2024-08-16,0.6357357736909267,0.21154433703300607,0.43623668569341034,low
307,2024-08-29,0.2846362915862227,0.5803841521631287,0.39743769094198683,medium
308,2024-08-15,0.7869775640293835,0.30853136525733077,0.7344623358772088,low
309,2024-08-28,0.8248662427870614,0.3125126743522615,0.4594248152722467,high
310,2024-08-20,0.6634349153736433,0.5255156565355757,0.49303729777594985,high
311,2024-08-16,0.6700303472423622,0.4567857373036431,0.7121120654919239,medium
312,2024-08-23,0.3735669247843453,0.23714027392124584,0.7040953204631918,high
313,2024-08-18,0.1,0.33563945875506324,0.7014702660189013,high
314,2024-08-19,0.5506653949231685,0.22619088732083262,0.34372031553335,high
315,2024-08-25,0.5488862550786938,0.49231109437976384,0.8058948703887598,medium
316,2024-08-22,0.5028703867277785,0.4232924943364817,0.4951319106901871,low
317,2024-08-18,0.466096665393647,0.42931521079260815,0.399995201110587,medium
318,2024-08-23,0.7290445717787396,0.3492987136178169,0.7295228799662209,low
319,2024-08-17,0.3949396676378246,0.48905194852282075,0.37769866915392036,high
320,2024-08-26,0.5638703323211205,0.3104518679410633,0.6504369876492925,medium
321,2024-08-29,0.5551973813436528,0.6870498544131449,0.4967031492360995,high
322,2024-08-29,0.40931880535844645,0.27021330217180695,0.6335058904406541,low
323,2024-08-24,0.6197240241496271,0.2337206590643413,0.922061356185779,medium
324,2024-08-24,0.27279490022022196,0.8569754316928393,0.7778320548563816,low
325,2024-08-22,0.8108431555392646,0.34232371029403086,0.8427423052821948,low
326,2024-08-18,1.0,0.08498167180155052,0.33803242437603265,medium
327,2024-08-27,0.44345249194460834,0.43775320513368127,0.30267394586100815,low
328,2024-08-22,0.6387976709647447,0.13679131486862786,0.48927530046916784,high
329,2024-08-27,0.8568553838346935,0.18028616696837685,0.9748548915430757,low
330,2024-08-21,0.5656570529001508,0.1764947118205286,0.7926999641440318,low
331,2024-08-18,0.7305609203120025,0.22548285361920337,0.37375544557559953,medium
332,2024-08-16,0.649328926851399,0.2860725653666538,0.6502808019971408,medium
333,2024-08-16,0.23962948459755562,0.42353530369904435,0.5915531023327153,high
334,2024-08-25,0.5630549202956321,0.2542679388380326,0.9161097165450395,low
335,2024-08-21,0.8427353328442152,0.5857809559389031,0.520939140634345,medium
336,2024-08-20,0.3744871114106224,0.7399109902225242,0.5011867175259058,medium
337,2024-08-21,0.16403797084177552,0.44131156505443453,0.5830028230784083,medium
338,2024-08-21,0.3514126563478719,0.36825131010757056,0.6633225960906841,medium
339,2024-08-22,0.863403099810915,0.20628029853874652,0.3118633654227067,medium
340,2024-08-28,0.6049041644234975,0.31529442056454693,0.5053160275463953,medium
341,2024-08-26,0.1,0.40672263679430337,0.3165164752518704,high
342,2024-08-15,0.6127219254640045,0.4062506049723755,0.5120410101832348,low
343,2024-08-25,0.414216433808004,0.2589296745278356,0.9704528606917426,high
344,2024-08-25,1.0,0.47206573027083404,0.45776688760473605,low
345,2024-08-25,0.6847036502026842,0.35709164313489683,0.7451682950146099,medium
346,2024-08-16,0.6616261946080012,0.11626696384453544,0.5033531539699942,medium
347,2024-08-15,0.6825162502031553,0.6309095796489259,0.9705538847397392,medium
348,2024-08-21,1.0,0.6776978479532365,0.4922926705335244,high
349,2024-08-26,1.0,0.1892687932401164,0.8905547648362766,high
350,2024-08-20,0.5333369176913962,0.4107712195018327,0.43784799311739986,high
351,2024-08-27,0.6119903614953867,0.2208067049081168,0.7356402852320723,high
352,2024-08-28,0.25920649885179736,0.5759837244192797,0.972094923083813,medium
353,2024-08-16,0.5787775453744116,0.1147863845604374,0.4138898206659961,medium
354,2024-08-18,0.27668176053220905,0.21327303333294229,0.5499205407790085,high
355,2024-08-18,0.7571563082103041,0.10356570409146329,0.36677949411924743,medium
356,2024-08-18,0.4869774167917299,0.45722590702802135,0.5022194572364159,medium
357,2024-08-23,0.26397138240920326,0.346575293340409,0.47570096828361014,medium
358,2024-08-22,0.8518784224592305,0.7896910718822612,0.9427673606728059,low
359,2024-08-17,0.21843225081944695,0.4539678110187641,0.7071356050924354,medium
360,2024-08-21,0.7715796142391752,0.2037471493936226,0.5471352741202117,high
361,2024-08-17,0.952762725264806,0.5627067359722444,0.4302951284273435,medium
362,2024-08-19,0.5969777630384864,0.26343114382483995,0.9585491643521755,medium
363,2024-08-22,0.9164073838964079,0.19076672015972435,0.7582554808061681,low
364,2024-08-18,0.33223658008773777,0.27483312611067606,0.32629976327923516,low
365,2024-08-28,0.7725592000950681,0.0493307316341677,0.301031675460418,medium
